Name,Ticker,Sector,Location,Weight (%),Asset Class
MICROSOFT CORP,MSFT,Technology,Etats-Unis,233.233,Actions
ASML HOLDING NV,ASML,Technology,Pays-Bas,229.621,Actions
APPLE INC,AAPL,Technology,Etats-Unis,219.62199999999999,Actions
NESTLE SA,NESN,Consumer Staples,Suisse,146.728,Actions
SHELL PLC,SHEL,Energy,Royaume-Uni,142.629,Actions
LVMH,MC,Consumer Discretionary,France,142.625,Actions
TOTALENERGIES,TTE,Energy,France,121.98100000000001,Actions
ROCHE HOLDING PAR AG,ROG,Health Care,Suisse,117.907,Actions
SAP,SAP,Technology,Allemagne,117.742,Actions
AMAZON COM INC,AMZN,Consumer Discretionary,Etats-Unis,114.044,Actions
ASTRAZENECA PLC,AZN,Health Care,Royaume-Uni,111.367,Actions
TAIWAN SEMICONDUCTOR MANUFACTURING,2330,Technology,Taïwan,111.075,Actions
LINDE PLC,LIN,Materials,Etats-Unis,110.205,Actions
ALLIANZ,ALV,Financials,Allemagne,106.874,Actions
SANOFI SA,SAN,Health Care,France,104.29,Actions
SAMSUNG ELECTRONICS LTD,005930,Technology,Corée,98.94,Actions
NOVO NORDISK CLASS B,NOVO B,Health Care,Danemark,95.642,Actions
TENCENT HOLDINGS LTD,700,Communication,Chine,89.234,Actions
UNILEVER PLC,ULVR,Consumer Staples,Royaume-Uni,87.25,Actions
TESLA INC,TSLA,Consumer Discretionary,Etats-Unis,86.81,Actions
NOVARTIS AG,NOVN,Health Care,Suisse,85.012,Actions
ALPHABET INC CLASS A,GOOGL,Communication,Etats-Unis,83.748,Actions
LOREAL SA,OR,Consumer Staples,France,83.688,Actions
JOHNSON & JOHNSON,JNJ,Health Care,Etats-Unis,81.45,Actions
SIEMENS N AG,SIE,Industrials,Allemagne,80.589,Actions
ALPHABET INC CLASS C,GOOG,Communication,Etats-Unis,79.47800000000001,Actions
DEUTSCHE TELEKOM N AG,DTE,Communication,Allemagne,78.503,Actions
EXXON MOBIL CORP,XOM,Energy,Etats-Unis,77.725,Actions
RELX PLC,REL,Industrials,Royaume-Uni,77.705,Actions
HSBC HOLDINGS PLC,HSBA,Financials,Royaume-Uni,77.512,Actions
RIO TINTO PLC,RIO,Materials,Royaume-Uni,77.251,Actions
ALIBABA GROUP HOLDING LTD,9988,Consumer Discretionary,Chine,75.557,Actions
PROCTER & GAMBLE,PG,Consumer Staples,Etats-Unis,74.844,Actions
NVIDIA CORP,NVDA,Technology,Etats-Unis,73.396,Actions
SCHNEIDER ELECTRIC,SU,Industrials,France,72.222,Actions
GSK,GSK,Health Care,Royaume-Uni,72.026,Actions
UNITEDHEALTH GROUP INC,UNH,Health Care,Etats-Unis,70.06099999999999,Actions
AXA SA,CS,Financials,France,69.137,Actions
PROSUS NV,PRX,Consumer Discretionary,Pays-Bas,68.104,Actions
DIAGEO PLC,DGE,Consumer Staples,Royaume-Uni,67.974,Actions
CHEVRON CORP,CVX,Energy,Etats-Unis,66.862,Actions
BP PLC,BP.,Energy,Royaume-Uni,66.22800000000001,Actions
BNP PARIBAS SA,BNP,Financials,France,64.513,Actions
MERCEDES-BENZ GROUP N AG,MBG,Consumer Discretionary,Allemagne,63.835,Actions
ENEL,ENEL,Utilities,Italie,61.997,Actions
COCA-COLA,KO,Consumer Staples,Etats-Unis,61.12,Actions
MEITUAN,3690,Consumer Discretionary,Chine,60.474,Actions
INTESA SANPAOLO,ISP,Financials,Italie,60.114,Actions
LAIR LIQUIDE SOCIETE ANONYME POUR,AI,Materials,France,59.844,Actions
VONOVIA SE,VNA,Real Estate,Allemagne,57.434000000000005,Actions
CISCO SYSTEMS INC,CSCO,Technology,Etats-Unis,56.964,Actions
BRITISH AMERICAN TOBACCO PLC,BATS,Consumer Staples,Royaume-Uni,56.836,Actions
INTEL CORPORATION CORP,INTC,Technology,Etats-Unis,56.538,Actions
SEGRO REIT PLC,SGRO,Real Estate,Royaume-Uni,55.7,Actions
PEPSICO INC,PEP,Consumer Staples,Etats-Unis,54.772999999999996,Actions
INDUSTRIA DE DISENO TEXTIL INDITEX,ITX,Consumer Discretionary,Espagne,54.601,Actions
ZURICH INSURANCE GROUP AG,ZURN,Financials,Suisse,54.268,Actions
IBERDROLA SA,IBE,Utilities,Espagne,54.264,Actions
META PLATFORMS INC CLASS A,META,Communication,Etats-Unis,53.744,Actions
MERCK & CO INC,MRK,Health Care,Etats-Unis,53.713,Actions
HOME DEPOT INC,HD,Consumer Discretionary,Etats-Unis,53.027,Actions
SONY GROUP CORP,6758,Consumer Discretionary,Japon,51.374,Actions
CIA VALE DO RIO DOCE SH,VALE3,Materials,Brésil,51.124,Actions
VINCI SA,DG,Industrials,France,51.101,Actions
STELLANTIS NV,STLA,Consumer Discretionary,Italie,50.748,Actions
BANCO SANTANDER SA,SAN,Financials,Espagne,50.639,Actions
TOYOTA MOTOR CORP,7203,Consumer Discretionary,Japon,50.345,Actions
BAYER AG,BAYN,Health Care,Allemagne,49.292,Actions
PFIZER INC,PFE,Health Care,Etats-Unis,48.8,Actions
WOLTERS KLUWER NV,WKL,Industrials,Pays-Bas,47.219,Actions
MUENCHENER RUECKVERSICHERUNGS-GESE,MUV2,Financials,Allemagne,47.127,Actions
VERIZON COMMUNICATIONS INC,VZ,Communication,Etats-Unis,46.98,Actions
INFINEON TECHNOLOGIES AG,IFX,Technology,Allemagne,45.892,Actions
AMGEN INC,AMGN,Health Care,Etats-Unis,44.772,Actions
VOLKSWAGEN NON-VOTING PREF AG,VOW3,Consumer Discretionary,Allemagne,43.786,Actions
ABBVIE INC,ABBV,Health Care,Etats-Unis,43.252,Actions
JPMORGAN CHASE & CO,JPM,Financials,Etats-Unis,43.111000000000004,Actions
ENI,ENI,Energy,Italie,42.975,Actions
DEUTSCHE POST AG,DPW,Industrials,Allemagne,42.565,Actions
ESSILORLUXOTTICA SA,EL,Consumer Discretionary,France,42.387,Actions
ELI LILLY,LLY,Health Care,Etats-Unis,42.176,Actions
TOKYO ELECTRON LTD,8035,Technology,Japon,41.903,Actions
KERING SA,KER,Consumer Discretionary,France,41.695,Actions
DEUTSCHE BOERSE AG,DB1,Financials,Allemagne,41.684,Actions
ING GROEP NV,INGA,Financials,Pays-Bas,41.504,Actions
ABBOTT LABORATORIES,ABT,Health Care,Etats-Unis,41.268,Actions
BASF N,BAS,Materials,Allemagne,41.149,Actions
ORANGE SA,ORA,Communication,France,40.586,Actions
KDDI CORP,9433,Communication,Japon,40.495,Actions
BMW AG,BMW,Consumer Discretionary,Allemagne,39.99,Actions
ANHEUSER BUSCH INBEV NV,ABI,Consumer Staples,Belgique,39.859,Actions
DANONE SA,BN,Consumer Staples,France,39.845,Actions
VISA INC CLASS A,V,Technology,Etats-Unis,39.752,Actions
TEXAS INSTRUMENT INC,TXN,Technology,Etats-Unis,39.401,Actions
COSTCO WHOLESALE CORP,COST,Consumer Staples,Etats-Unis,39.355,Actions
NATIONAL GRID PLC,NG.,Utilities,Royaume-Uni,39.115,Actions
RECKITT BENCKISER GROUP PLC,RKT,Consumer Staples,Royaume-Uni,38.316,Actions
ASSICURAZIONI GENERALI,G,Financials,Italie,37.967,Actions
BERKSHIRE HATHAWAY INC CLASS B,BRKB,Financials,Etats-Unis,37.915,Actions
CONOCOPHILLIPS,COP,Energy,Etats-Unis,37.799,Actions
BHP GROUP LTD,BHP,Materials,Australie,37.608000000000004,Actions
BRISTOL MYERS SQUIBB,BMY,Health Care,Etats-Unis,37.259,Actions
ANGLO AMERICAN PLC,AAL,Materials,Royaume-Uni,37.015,Actions
OMV AG,OMV,Energy,Autriche,36.991,Actions
BANCO BILBAO VIZCAYA ARGENTARIA SA,BBVA,Financials,Espagne,36.905,Actions
GLENCORE PLC,GLEN,Materials,Royaume-Uni,36.573,Actions
PERNOD RICARD SA,RI,Consumer Staples,France,36.494,Actions
AIRBUS GROUP,AIR,Industrials,France,36.442,Actions
UBS GROUP AG,UBSG,Financials,Suisse,36.406,Actions
STMICROELECTRONICS NV,STM,Technology,France,35.542,Actions
GILEAD SCIENCES INC,GILD,Health Care,Etats-Unis,35.189,Actions
ADYEN NV,ADYEN,Technology,Pays-Bas,34.807,Actions
ADOBE INC,ADBE,Technology,Etats-Unis,34.738,Actions
THERMO FISHER SCIENTIFIC INC,TMO,Health Care,Etats-Unis,34.718,Actions
FERRARI NV,RACE,Consumer Discretionary,Italie,34.455,Actions
WALMART INC,WMT,Consumer Staples,Etats-Unis,34.192,Actions
NEWMONT,NEM,Materials,Etats-Unis,34.171,Actions
COMMONWEALTH BANK OF AUSTRALIA,CBA,Financials,Australie,33.511,Actions
CRH PLC,CRG,Materials,Irlande,33.418,Actions
KONINKLIJKE AHOLD DELHAIZE NV,AD,Consumer Staples,Pays-Bas,33.385,Actions
NESTE,NESTE,Energy,Finlande,33.087,Actions
NN GROUP NV,NN,Financials,Pays-Bas,33.042,Actions
HERMES INTERNATIONAL,RMS,Consumer Discretionary,France,32.707,Actions
CHINA CONSTRUCTION BANK CORP H,939,Financials,Chine,32.189,Actions
JD.COM CLASS A INC,9618,Consumer Discretionary,Chine,32.131,Actions
MCDONALDS CORP,MCD,Consumer Discretionary,Etats-Unis,31.83,Actions
ADIDAS N AG,ADS,Consumer Discretionary,Allemagne,31.605,Actions
NEXTERA ENERGY INC,NEE,Utilities,Etats-Unis,31.441000000000003,Actions
AIA GROUP LTD,1299,Financials,Hong-Kong,31.066000000000003,Actions
KONINKILIJKE DSM NV,DSM,Materials,Pays-Bas,30.901,Actions
FAST RETAILING LTD,9983,Consumer Discretionary,Japon,30.703,Actions
VERTEX PHARMACEUTICALS INC,VRTX,Health Care,Etats-Unis,30.241,Actions
VODAFONE GROUP PLC,VOD,Communication,Royaume-Uni,30.080000000000002,Actions
WALT DISNEY,DIS,Communication,Etats-Unis,29.851,Actions
FLUTTER ENTERTAINMENT PLC,FLTR,Consumer Discretionary,Irlande,29.843,Actions
AMERICA MOVIL L,AMXL,Communication,Mexique,29.688000000000002,Actions
ERSTE GROUP BANK AG,EBS,Financials,Autriche,28.953,Actions
COMPAGNIE GENERALE DES ETABLISSEME,ML,Consumer Discretionary,France,28.882,Actions
AUTOMATIC DATA PROCESSING INC,ADP,Technology,Etats-Unis,28.852,Actions
RELIANCE INDUSTRIES LTD,RELIANCE,Energy,Inde,28.561,Actions
UNICREDIT,UCG,Financials,Italie,28.384999999999998,Actions
SALESFORCE INC,CRM,Technology,Etats-Unis,28.305,Actions
FERGUSON PLC,FERG,Industrials,Royaume-Uni,28.242,Actions
EOG RESOURCES INC,EOG,Energy,Etats-Unis,28.095,Actions
EQUINOR,EQNR,Energy,Norvège,27.916,Actions
SNAM,SRG,Utilities,Italie,27.563,Actions
AT&T INC,T,Communication,Etats-Unis,27.546,Actions
ABB LTD,ABBN,Industrials,Suisse,27.516,Actions
CSL LTD,CSL,Health Care,Australie,27.349,Actions
MASTERCARD INC CLASS A,MA,Technology,Etats-Unis,27.328,Actions
QUALCOMM INC,QCOM,Technology,Etats-Unis,27.325,Actions
GOLDMAN SACHS GROUP INC,GS,Financials,Etats-Unis,27.209,Actions
NOKIA,NOKIA,Technology,Finlande,27.086,Actions
DAIKIN INDUSTRIES LTD,6367,Industrials,Japon,26.974,Actions
TERNA RETE ELETTRICA NAZIONALE,TRN,Utilities,Italie,26.825,Actions
BANK OF AMERICA CORP,BAC,Financials,Etats-Unis,26.741,Actions
INTERNATIONAL BUSINESS MACHINES CO,IBM,Technology,Etats-Unis,26.688,Actions
GIVAUDAN SA,GIVN,Materials,Suisse,26.681,Actions
MERCK,MRK,Health Care,Allemagne,26.35,Actions
COMPAGNIE FINANCIERE RICHEMONT SA,CFR,Consumer Discretionary,Suisse,26.129,Actions
DASSAULT SYSTEMES,DSY,Technology,France,25.989,Actions
ERICSSON B,ERIC B,Technology,Suède,25.961,Actions
CAPGEMINI,CAP,Technology,France,25.873,Actions
UPM-KYMMENE,UPM,Materials,Finlande,25.799,Actions
REPSOL SA,REP,Energy,Espagne,25.794999999999998,Actions
BROADCOM INC,AVGO,Technology,Etats-Unis,25.727999999999998,Actions
TARGET CORP,TGT,Consumer Discretionary,Etats-Unis,25.625,Actions
MEDTRONIC PLC,MDT,Health Care,Etats-Unis,25.362000000000002,Actions
AL RAJHI BANK,1120,Financials,Arabie saoudite,25.146,Actions
CONSOLIDATED EDISON INC,ED,Utilities,Etats-Unis,25.041999999999998,Actions
3M,MMM,Industrials,Etats-Unis,24.924,Actions
FANUC CORP,6954,Industrials,Japon,24.861,Actions
PRUDENTIAL PLC,PRU,Financials,Royaume-Uni,24.829,Actions
DAIICHI SANKYO LTD,4568,Health Care,Japon,24.733,Actions
VERBUND AG,VER,Utilities,Autriche,24.699,Actions
QIAGEN NV,QIA,Health Care,Allemagne,24.567999999999998,Actions
EVOLUTION,EVO,Consumer Discretionary,Suède,24.379,Actions
CREDIT AGRICOLE SA,ACA,Financials,France,24.225,Actions
LLOYDS BANKING GROUP PLC,LLOY,Financials,Royaume-Uni,23.871,Actions
RECRUIT HOLDINGS LTD,6098,Industrials,Japon,23.835,Actions
CITIGROUP INC,C,Financials,Etats-Unis,23.826,Actions
LEGAL AND GENERAL GROUP PLC,LGEN,Financials,Royaume-Uni,23.814,Actions
WOODSIDE ENERGY GROUP LTD,WDS,Energy,Australie,23.767,Actions
NINTENDO LTD,7974,Communication,Japon,23.613,Actions
FORTESCUE METALS GROUP LTD,FMG,Materials,Australie,23.59,Actions
SOCIETE GENERALE SA,GLE,Financials,France,23.209,Actions
PUBLICIS GROUPE SA,PUB,Communication,France,23.15,Actions
ARCHER DANIELS MIDLAND,ADM,Consumer Staples,Etats-Unis,22.942,Actions
SK HYNIX INC,000660,Technology,Corée,22.794,Actions
GEBERIT AG,GEBN,Industrials,Suisse,22.782,Actions
ACCENTURE PLC CLASS A,ACN,Technology,Etats-Unis,22.641,Actions
NETEASE INC,9999,Communication,Chine,22.615000000000002,Actions
ELEVANCE HEALTH INC,ELV,Health Care,Etats-Unis,22.61,Actions
CNH INDUSTRIAL NV,CNHI,Industrials,Italie,22.563,Actions
ADVANCED MICRO DEVICES INC,AMD,Technology,Etats-Unis,22.399,Actions
CVS HEALTH CORP,CVS,Health Care,Etats-Unis,22.225,Actions
NIKE INC CLASS B,NKE,Consumer Discretionary,Etats-Unis,22.098,Actions
CATERPILLAR INC,CAT,Industrials,Etats-Unis,21.806,Actions
INDUSTRIAL AND COMMERCIAL BANK OF,1398,Financials,Chine,21.781,Actions
S&P GLOBAL INC,SPGI,Financials,Etats-Unis,21.717,Actions
RWE AG,RWE,Utilities,Allemagne,21.665,Actions
MARSH & MCLENNAN INC,MMC,Financials,Etats-Unis,21.632,Actions
SOFTBANK CORP,9434,Communication,Japon,21.531,Actions
COMPAGNIE DE SAINT GOBAIN SA,SGO,Industrials,France,21.53,Actions
SWISS RE AG,SREN,Financials,Suisse,21.524,Actions
PETROLEO BRASILEIRO PREF SA,PETR4,Energy,Brésil,21.49,Actions
NASPERS LIMITED N LTD,NPN,Consumer Discretionary,Afrique du Sud,21.487000000000002,Actions
SAMPO,SAMPO,Financials,Finlande,21.464,Actions
XIAOMI CORP,1810,Technology,Chine,21.367,Actions
CORTEVA INC,CTVA,Materials,Etats-Unis,21.35,Actions
PIONEER NATURAL RESOURCE,PXD,Energy,Etats-Unis,21.349,Actions
NORDEA BANK,NDA SE,Financials,Suède,21.288999999999998,Actions
PARTNERS GROUP HOLDING AG,PGHN,Financials,Suisse,21.283,Actions
SAFRAN SA,SAF,Industrials,France,21.21,Actions
DEVON ENERGY CORP,DVN,Energy,Etats-Unis,21.119,Actions
KONINKLIJKE KPN NV,KPN,Communication,Pays-Bas,20.901,Actions
APPLIED MATERIAL INC,AMAT,Technology,Etats-Unis,20.884999999999998,Actions
LONDON STOCK EXCHANGE GROUP PLC,LSEG,Financials,Royaume-Uni,20.884,Actions
SIKA AG,SIKA,Materials,Suisse,20.834,Actions
GECINA SA,GFC,Real Estate,France,20.784,Actions
ENBRIDGE INC,ENB,Energy,Canada,20.702,Actions
UNITED PARCEL SERVICE INC CLASS B,UPS,Industrials,Etats-Unis,20.682,Actions
ISH MSCI CHINA A ETF USD ACC,CNYA,Financials,Irlande,20.646,Actions
ELECTRICITE DE FRANCE SA,EDF,Utilities,France,20.581,Actions
NEXT PLC,NXT,Consumer Discretionary,Royaume-Uni,20.545,Actions
LONZA GROUP AG,LONN,Health Care,Suisse,20.481,Actions
AGEAS SA,AGS,Financials,Belgique,20.426,Actions
SIEMENS HEALTHINEERS AG,SHL,Health Care,Allemagne,20.287,Actions
ASR NEDERLAND NV,ASRNL,Financials,Pays-Bas,20.124,Actions
BYD LTD H,1211,Consumer Discretionary,Chine,20.103,Actions
MICRON TECHNOLOGY INC,MU,Technology,Etats-Unis,20.096,Actions
LEG IMMOBILIEN N,LEG,Real Estate,Allemagne,20.091,Actions
SOFTBANK GROUP CORP,9984,Communication,Japon,20.032,Actions
REGENERON PHARMACEUTICALS INC,REGN,Health Care,Etats-Unis,20.027,Actions
INVESTOR CLASS B,INVE B,Financials,Suède,20.025,Actions
SUMITOMO MITSUI FINANCIAL GROUP IN,8316,Financials,Japon,19.980999999999998,Actions
SVENSKA CELLULOSA B,SCA B,Materials,Suède,19.879,Actions
WALMART DE MEXICO V,WALMEX*,Consumer Staples,Mexique,19.836,Actions
UNION PACIFIC CORP,UNP,Industrials,Etats-Unis,19.822,Actions
EDWARDS LIFESCIENCES CORP,EW,Health Care,Etats-Unis,19.805,Actions
HOLCIM LTD AG,HOLN,Materials,Suisse,19.751,Actions
GENERAL MILLS INC,GIS,Consumer Staples,Etats-Unis,19.656,Actions
SSE PLC,SSE,Utilities,Royaume-Uni,19.614,Actions
E.ON N,EOAN,Utilities,Allemagne,19.561,Actions
RED ELECTRICA SA,RED,Utilities,Espagne,19.543,Actions
UNIVERSAL MUSIC GROUP NV,UMG,Communication,Pays-Bas,19.444,Actions
LAND SECURITIES GROUP REIT PLC,LAND,Real Estate,Royaume-Uni,19.403,Actions
COVIVIO SA,COV,Real Estate,France,19.313,Actions
NUTRIEN LTD,NTR,Materials,Canada,19.271,Actions
ISHARES MSCI BRAZIL UCITS ET USDHA,4BRZ,Financials,Allemagne,19.235,Actions
KEYENCE CORP,6861,Technology,Japon,19.206,Actions
VEOLIA ENVIRON. SA,VIE,Utilities,France,19.205000000000002,Actions
ITAU UNIBANCO HOLDING PREF SA,ITUB4,Financials,Brésil,19.127,Actions
VESTAS WIND SYSTEMS,VWS,Industrials,Danemark,19.08,Actions
SWISSCOM AG,SCMN,Communication,Suisse,19.035,Actions
CIGNA CORP,CI,Health Care,Etats-Unis,18.757,Actions
DEERE,DE,Industrials,Etats-Unis,18.636999999999997,Actions
STORA ENSO CLASS R,STERV,Materials,Finlande,18.592,Actions
VALERO ENERGY CORP,VLO,Energy,Etats-Unis,18.591,Actions
EDP ENERGIAS DE PORTUGAL SA,EDP,Utilities,Portugal,18.553,Actions
AMERICAN EXPRESS,AXP,Financials,Etats-Unis,18.535,Actions
NATIONAL AUSTRALIA BANK LTD,NAB,Financials,Australie,18.468,Actions
HEINEKEN NV,HEIA,Consumer Staples,Pays-Bas,18.361,Actions
TORONTO DOMINION,TD,Financials,Canada,18.353,Actions
AEGON NV,AGN,Financials,Pays-Bas,18.344,Actions
BANK OF CHINA LTD H,3988,Financials,Chine,18.323999999999998,Actions
INFOSYS LTD,INFY,Technology,Inde,18.304,Actions
LOWES COMPANIES INC,LOW,Consumer Discretionary,Etats-Unis,18.169999999999998,Actions
COMCAST CORP CLASS A,CMCSA,Communication,Etats-Unis,18.15,Actions
MITSUBISHI UFJ FINANCIAL GROUP INC,8306,Financials,Japon,18.111,Actions
INTERCONTINENTAL HOTELS GROUP PLC,IHG,Consumer Discretionary,Royaume-Uni,18.096999999999998,Actions
HEXAGON CLASS B,HEXA B,Technology,Suède,18.044999999999998,Actions
NETFLIX INC,NFLX,Communication,Etats-Unis,18.038999999999998,Actions
FUJITSU LTD,6702,Technology,Japon,18.037,Actions
PING AN INSURANCE (GROUP) CO OF CH,2318,Financials,Chine,17.988,Actions
PUBLIC STORAGE REIT,PSA,Real Estate,Etats-Unis,17.958,Actions
TELEFONICA SA,TEF,Communication,Espagne,17.905,Actions
DEUTSCHE BANK AG,DBK,Financials,Allemagne,17.885,Actions
PHILIP MORRIS INTERNATIONAL INC,PM,Consumer Staples,Etats-Unis,17.877,Actions
LEGRAND SA,LR,Industrials,France,17.831,Actions
BRITISH LAND REIT PLC,BLND,Real Estate,Royaume-Uni,17.826999999999998,Actions
AMADEUS IT GROUP SA,AMS,Technology,Espagne,17.812,Actions
KBC GROEP,KBC,Financials,Belgique,17.802,Actions
ELECTRONIC ARTS INC,EA,Communication,Etats-Unis,17.697,Actions
BLACKROCK INC,BLK,Financials,Etats-Unis,17.696,Actions
AMERICAN WATER WORKS INC,AWK,Utilities,Etats-Unis,17.672,Actions
WELLS FARGO,WFC,Financials,Etats-Unis,17.548000000000002,Actions
CANADIAN NATURAL RESOURCES LTD,CNQ,Energy,Canada,17.478,Actions
BARCLAYS PLC,BARC,Financials,Royaume-Uni,17.404,Actions
AUSTRALIA AND NEW ZEALAND BANKING,ANZ,Financials,Australie,17.39,Actions
PETROLEO BRASILEIRO SA PETROBRAS,PETR3,Energy,Brésil,17.367,Actions
HONEYWELL INTERNATIONAL INC,HON,Industrials,Etats-Unis,17.34,Actions
SUN HUNG KAI PROPERTIES LTD,16,Real Estate,Hong-Kong,17.331,Actions
WUXI BIOLOGICS CAYMAN INC,2269,Health Care,Chine,17.279,Actions
SOUTHERN,SO,Utilities,Etats-Unis,17.241,Actions
POSTE ITALIANE,PST,Financials,Italie,17.233,Actions
ASTELLAS PHARMA INC,4503,Health Care,Japon,17.164,Actions
DANAHER CORP,DHR,Health Care,Etats-Unis,17.132,Actions
AMERICAN TOWER REIT CORP,AMT,Real Estate,Etats-Unis,17.015,Actions
KESKO CLASS B,KESKOB,Consumer Staples,Finlande,17.014,Actions
BOLIDEN,BOL,Materials,Suède,17.006,Actions
RIO TINTO LTD,RIO,Materials,Australie,16.851,Actions
THE SAUDI NATIONAL BANK,1180,Financials,Arabie saoudite,16.773,Actions
ATLANTIA,ATL,Industrials,Italie,16.734,Actions
ITOCHU CORP,8001,Industrials,Japon,16.717,Actions
INTUIT INC,INTU,Technology,Etats-Unis,16.71,Actions
RHEINMETALL AG,RHM,Industrials,Allemagne,16.635,Actions
GPO FINANCE BANORTE,GFNORTEO,Financials,Mexique,16.603,Actions
KONINKLIJKE PHILIPS NV,PHIA,Health Care,Pays-Bas,16.572,Actions
AKZO NOBEL NV,AKZA,Materials,Pays-Bas,16.529,Actions
BANCO BRADESCO PREF SA,BBDC4,Financials,Brésil,16.491,Actions
ENGIE SA,ENGI,Utilities,France,16.467,Actions
BAIDU CLASS A INC,9888,Communication,Chine,16.463,Actions
NAVER CORP,035420,Communication,Corée,16.405,Actions
WESTPAC BANKING CORPORATION CORP,WBC,Financials,Australie,16.4,Actions
ELISA,ELISA,Communication,Finlande,16.4,Actions
SCHLUMBERGER NV,SLB,Energy,Etats-Unis,16.336,Actions
TRITAX BIG BOX REIT PLC,BBOX,Real Estate,Royaume-Uni,16.308,Actions
BAE SYSTEMS PLC,BA.,Industrials,Royaume-Uni,16.262,Actions
JOHNSON CONTROLS INTERNATIONAL PLC,JCI,Industrials,Etats-Unis,16.207,Actions
EXELON CORP,EXC,Utilities,Etats-Unis,16.104,Actions
FRANCO NEVADA CORP,FNV,Materials,Canada,16.063,Actions
DUKE ENERGY CORP,DUK,Utilities,Etats-Unis,16.031000000000002,Actions
3I GROUP PLC,III,Financials,Royaume-Uni,16.020999999999997,Actions
ZOETIS INC CLASS A,ZTS,Health Care,Etats-Unis,16.001,Actions
SAMSUNG ELECTRONICS NON VOTING PRE,005935,Technology,Corée,15.966999999999999,Actions
MONDELEZ INTERNATIONAL INC CLASS A,MDLZ,Consumer Staples,Etats-Unis,15.934000000000001,Actions
EVONIK INDUSTRIES AG,EVK,Materials,Allemagne,15.934000000000001,Actions
ACTIVISION BLIZZARD INC,ATVI,Communication,Etats-Unis,15.932,Actions
SWISS PRIME SITE AG,SPSN,Real Estate,Suisse,15.911,Actions
PROXIMUS NV,PROX,Communication,Belgique,15.881,Actions
HENNES & MAURITZ,HM B,Consumer Discretionary,Suède,15.879000000000001,Actions
KUEHNE UND NAGEL INTERNATIONAL AG,KNIN,Industrials,Suisse,15.848,Actions
KERRY GROUP PLC,KRZ,Consumer Staples,Irlande,15.786999999999999,Actions
POWSZECHNA KASA OSZCZEDNOSCI BANK,PKO,Financials,Pologne,15.771999999999998,Actions
BT GROUP PLC,BT.A,Communication,Royaume-Uni,15.756,Actions
FORTUM,FORTUM,Utilities,Finlande,15.744,Actions
ORACLE CORP,ORCL,Technology,Etats-Unis,15.532,Actions
CRODA INTERNATIONAL PLC,CRDA,Materials,Royaume-Uni,15.458,Actions
ASSA ABLOY B,ASSA B,Industrials,Suède,15.43,Actions
TERUMO CORP,4543,Health Care,Japon,15.355,Actions
COLGATE-PALMOLIVE,CL,Consumer Staples,Etats-Unis,15.332,Actions
MONCLER,MONC,Consumer Discretionary,Italie,15.325000000000001,Actions
FOMENTO ECONOMICO MEXICANO,FEMSAUBD,Consumer Staples,Mexique,15.319,Actions
MORGAN STANLEY,MS,Financials,Etats-Unis,15.26,Actions
KINGFISHER PLC,KGF,Consumer Discretionary,Royaume-Uni,15.243,Actions
PINDUODUO ADR REPRESENTING INC,PDD,Consumer Discretionary,Chine,15.129,Actions
LAM RESEARCH CORP,LRCX,Technology,Etats-Unis,15.083,Actions
SAUDI BASIC INDUSTRIES,2010,Materials,Arabie saoudite,15.061,Actions
AGNICO EAGLE MINES LTD,AEM,Materials,Canada,14.977,Actions
HONDA MOTOR LTD,7267,Consumer Discretionary,Japon,14.904,Actions
ORSTED,ORSTED,Utilities,Danemark,14.899999999999999,Actions
LOCKHEED MARTIN CORP,LMT,Industrials,Etats-Unis,14.87,Actions
PORSCHE AUTOMOBIL HOLDING PREF,PAH3,Consumer Discretionary,Allemagne,14.869,Actions
SYMRISE AG,SY1,Materials,Allemagne,14.838,Actions
COMMERZBANK AG,CBK,Financials,Allemagne,14.834999999999999,Actions
BANK OF NOVA SCOTIA,BNS,Financials,Canada,14.831,Actions
INFORMA PLC,INF,Communication,Royaume-Uni,14.82,Actions
WPP PLC,WPP,Communication,Royaume-Uni,14.763,Actions
BRENNTAG,BNR,Industrials,Allemagne,14.743,Actions
TRUIST FINANCIAL CORP,TFC,Financials,Etats-Unis,14.702,Actions
INTUITIVE SURGICAL INC,ISRG,Health Care,Etats-Unis,14.681999999999999,Actions
CELLNEX TELECOM SA,CLNX,Communication,Espagne,14.631,Actions
ARCELORMITTAL SA,MT,Materials,France,14.574,Actions
ROYAL BANK OF CANADA,RY,Financials,Canada,14.574,Actions
T MOBILE US INC,TMUS,Communication,Etats-Unis,14.521999999999998,Actions
AIRPORTS OF THAILAND NON-VOTING DR,AOT.R,Industrials,Thaïlande,14.516,Actions
MONDI PLC,MNDI,Materials,Royaume-Uni,14.461,Actions
CAIXABANK SA,CABK,Financials,Espagne,14.444,Actions
SHIN ETSU CHEMICAL LTD,4063,Materials,Japon,14.415,Actions
TELEPERFORMANCE,TEP,Industrials,France,14.395,Actions
COVESTRO AG,1COV,Materials,Allemagne,14.395,Actions
ALCON AG,ALC,Health Care,Suisse,14.377,Actions
ARGENX,ARGX,Health Care,Belgique,14.32,Actions
ENTAIN PLC,ENT,Consumer Discretionary,Royaume-Uni,14.244,Actions
VIVENDI,VIV,Communication,France,14.23,Actions
KIMBERLY CLARK CORP,KMB,Consumer Staples,Etats-Unis,14.217,Actions
